           0           0           0
  0.00512993           0           0
   0.0102599           0           0
   0.0153898           0           0
   0.0205197           0           0
   0.0256496           0           0
   0.0307796           0           0
   0.0359095           0           0
   0.0410394           0           0
   0.0461694           0           0
   0.0512993           0           0
   0.0564292           0           0
   0.0615591           0           0
   0.0666891           0           0
    0.071819           0           0
   0.0769489           0           0
   0.0820788           0           0
   0.0872088           0           0
   0.0923387           0           0
   0.0974686           0           0
    0.102599           0           0
    0.107728           0           0
    0.112858           0           0
    0.117988           0           0
    0.123118           0           0
    0.128248           0           0
    0.133378           0           0
    0.138508           0           0
    0.143638           0           0
    0.148768           0           0
    0.153898           0           0
    0.159028           0           0
    0.164158           0           0
    0.169288           0           0
    0.174418           0           0
    0.179547           0           0
    0.184677           0           0
    0.189807           0           0
    0.194937           0           0
    0.200067           0           0
    0.205197           0           0
    0.210327           0           0
    0.215457           0           0
    0.220587           0           0
    0.225717           0           0
    0.230847           0           0
    0.235977           0           0
    0.241107           0           0
    0.246237           0           0
    0.251366           0           0
    0.256496           0           0
    0.261626           0           0
    0.266756           0           0
    0.271886           0           0
    0.277016           0           0
    0.282146           0           0
    0.287276           0           0
    0.292406           0           0
    0.297536           0           0
    0.302666           0           0
    0.307796           0           0
    0.312926           0           0
    0.318056           0           0
    0.323185           0           0
    0.328315           0           0
    0.333445           0           0
    0.338575           0           0
    0.343705           0           0
    0.348835           0           0
    0.353965           0           0
    0.359095           0           0
    0.364225           0           0
    0.369355           0           0
    0.374485           0           0
    0.379615           0           0
    0.384745           0           0
    0.389875           0           0
    0.395004           0           0
    0.400134           0           0
    0.405264           0           0
    0.410394           0           0
    0.415524           0           0
    0.420654           0           0
    0.425784           0           0
    0.430914           0           0
    0.436044           0           0
    0.441174           0           0
    0.446304           0           0
    0.451434           0           0
    0.456564           0           0
    0.461694           0           0
    0.466823           0           0
    0.471953           0           0
    0.477083           0           0
    0.482213           0           0
    0.487343           0           0
    0.492473           0           0
    0.497603           0           0
    0.502733           0           0
    0.507863           0           0
    0.512993           0           0
    0.518123           0           0
    0.523253           0           0
    0.528383           0           0
    0.533512           0           0
    0.538642           0           0
    0.543772           0           0
    0.548902           0           0
    0.554032           0           0
    0.559162           0           0
    0.564292           0           0
    0.569422           0           0
    0.574552           0           0
    0.579682           0           0
    0.584812           0           0
    0.589942           0           0
    0.595072           0           0
    0.600202           0           0
    0.605331           0           0
    0.610461           0           0
    0.615591           0           0
    0.620721           0           0
    0.625851           0           0
    0.630981           0           0
    0.636111           0           0
    0.641241           0           0
    0.646371           0           0
    0.651501           0           0
    0.656631           0           0
    0.661761           0           0
    0.666891           0           0
    0.672021           0           0
     0.67715           0           0
     0.68228           0           0
     0.68741           0           0
     0.69254           0           0
     0.69767           0           0
      0.7028           0           0
     0.70793           0           0
     0.71306           0           0
     0.71819           0           0
     0.72332           0           0
     0.72845           0           0
     0.73358           0           0
     0.73871           0           0
     0.74384           0           0
    0.748969           0           0
    0.754099           0           0
    0.759229           0           0
    0.764359           0           0
    0.769489           0           0
    0.774619           0           0
    0.779749           0           0
    0.784879           0           0
    0.790009           0           0
    0.795139           0           0
    0.800269           0           0
    0.805399           0           0
    0.810529           0           0
    0.815659           0           0
    0.820788           0           0
    0.825918           0           0
    0.831048           0           0
    0.836178           0           0
    0.841308           0           0
    0.846438           0           0
    0.851568           0           0
    0.856698 4.86342e-06 2.52711e-06
    0.861828 1.63399e-05  5.2742e-06
    0.866958 4.74933e-05 1.11179e-05
    0.872088  0.00015114 1.88639e-05
    0.877218 0.000332167 2.34059e-05
    0.882348 0.000814397  4.2053e-05
    0.887478  0.00155386 5.64558e-05
    0.892607  0.00339664 7.84838e-05
    0.897737  0.00638383 0.000119153
    0.902867   0.0115214 0.000149927
    0.907997   0.0194491 0.000218201
    0.913127   0.0323618 0.000271758
    0.918257   0.0503453 0.000311601
    0.923387   0.0761439   0.0003713
    0.928517     0.10903 0.000468629
    0.933647    0.153799  0.00054806
    0.938777    0.209462 0.000713857
    0.943907    0.275501 0.000699722
    0.949037    0.355765 0.000914717
    0.954167    0.448303  0.00111673
    0.959297    0.552652  0.00100079
    0.964426    0.667992  0.00136443
    0.969556    0.789467    0.001514
    0.974686    0.919508  0.00155097
    0.979816     1.06018   0.0016165
    0.984946     1.19552  0.00186627
    0.990076     1.33872   0.0017264
    0.995206     1.47712  0.00172607
     1.00034      1.6165  0.00189846
     1.00547     1.74716  0.00172945
      1.0106     1.86972  0.00189613
     1.01573     1.98662  0.00204745
     1.02086     2.08952  0.00196546
     1.02599     2.18687   0.0019104
     1.03112     2.27105  0.00222075
     1.03625     2.34889  0.00182039
     1.04138     2.41208  0.00216312
     1.04651     2.46387  0.00196727
     1.05164     2.50923  0.00197344
     1.05677      2.5403  0.00201123
      1.0619     2.56194  0.00216883
     1.06702     2.57465  0.00166568
     1.07215     2.58199  0.00191873
     1.07728      2.5782  0.00175473
     1.08241     2.57315  0.00199215
     1.08754     2.55292   0.0019208
     1.09267     2.53516  0.00178198
      1.0978     2.50888  0.00185412
     1.10293     2.47952  0.00180823
     1.10806     2.44795  0.00180156
     1.11319      2.4105  0.00180189
     1.11832     2.36939  0.00190966
     1.12345     2.33119  0.00185462
     1.12858     2.28781  0.00188986
     1.13371     2.24366  0.00172178
     1.13884     2.20196  0.00166611
     1.14397     2.15583  0.00161346
      1.1491     2.10794  0.00162539
     1.15423     2.06606   0.0016301
     1.15936      2.0201  0.00164751
     1.16449     1.97113  0.00146131
     1.16962     1.92757  0.00149166
     1.17475     1.88314  0.00156827
     1.17988     1.83904  0.00173918
     1.18501     1.79323  0.00160821
     1.19014     1.75334   0.0014959
     1.19527     1.71358  0.00147351
      1.2004     1.67255  0.00152872
     1.20553     1.63253  0.00144697
     1.21066     1.59735  0.00131108
     1.21579     1.55972  0.00116259
     1.22092     1.52201  0.00137583
     1.22605     1.48937  0.00133713
     1.23118     1.45224  0.00113642
     1.23631     1.41831  0.00132584
     1.24144     1.38595  0.00125231
     1.24657      1.3563  0.00120787
      1.2517     1.32902  0.00131909
     1.25683     1.29656  0.00118904
     1.26196     1.27102  0.00111911
     1.26709     1.24422  0.00120588
     1.27222     1.21956  0.00125255
     1.27735     1.19182  0.00116037
     1.28248     1.17041 0.000975587
     1.28761     1.14647  0.00128142
     1.29274     1.12523  0.00112658
     1.29787     1.10236  0.00111819
       1.303       1.082   0.0011014
     1.30813      1.0619  0.00112486
     1.31326     1.04306 0.000977151
     1.31839     1.02334 0.000855096
     1.32352     1.00507 0.000945428
     1.32865     0.98676 0.000975647
     1.33378    0.973308 0.000971123
     1.33891    0.955517 0.000957054
     1.34404      0.9401  0.00105018
     1.34917     0.92627 0.000892941
      1.3543    0.910853 0.000964073
     1.35943    0.897478  0.00108362
     1.36456    0.888094 0.000799458
     1.36969     0.87271 0.000822425
     1.37482    0.859512 0.000851718
     1.37995    0.850052 0.000955971
     1.38508    0.837333  0.00101883
     1.39021    0.827473 0.000806979
     1.39534    0.816982 0.000973549
     1.40047     0.80683 0.000909955
      1.4056    0.797722 0.000838985
     1.41073     0.78964 0.000798841
     1.41586    0.780582 0.000896756
     1.42099     0.77188 0.000898556
     1.42612    0.764429 0.000771094
     1.43125    0.758084 0.000977585
     1.43638    0.750825 0.000905898
     1.44151    0.744169 0.000789668
     1.44664    0.736576 0.000808519
     1.45177    0.732169 0.000802838
      1.4569    0.726032 0.000845342
     1.46203    0.720004 0.000766394
     1.46716     0.71532 0.000796723
     1.47229    0.711252 0.000852766
     1.47742    0.705139 0.000724609
     1.48255    0.701349  0.00073544
     1.48768    0.697883 0.000751434
     1.49281    0.694131 0.000736088
     1.49794    0.691117  0.00082288
     1.50307    0.688027 0.000746688
      1.5082    0.685427 0.000747725
     1.51333    0.681401 0.000839229
     1.51846    0.678895 0.000708512
     1.52359    0.677199 0.000789201
     1.52872    0.675511 0.000767889
     1.53385    0.674837 0.000747982
     1.53898    0.673548 0.000679403
     1.54411    0.670637 0.000665294
     1.54924    0.672101 0.000743855
     1.55437     0.67016 0.000759115
      1.5595    0.669634 0.000783166
     1.56463    0.670555  0.00081413
     1.56976    0.669746 0.000711757
     1.57489    0.670269 0.000653554
     1.58002    0.671098 0.000697116
     1.58515    0.671091 0.000682171
     1.59028    0.672428 0.000757911
     1.59541    0.674327 0.000731323
     1.60054    0.676469 0.000755194
     1.60567    0.677761  0.00068684
