           1     1.76804     1.76804           0
           2     1.62224     1.69514   0.0515487
           3     1.68405     1.69145   0.0344982
           4     1.63488      1.6773   0.0286256
           5     1.65726      1.6733   0.0231795
           6     1.63767     1.66736   0.0200624
           7     1.64504     1.66417   0.0174477
           8     1.66213     1.66392   0.0152686
           9     1.67774     1.66545   0.0136492
          10     1.68424     1.66733   0.0124129
          11     1.68492     1.66893    0.011387
          12     1.65506     1.66777   0.0104966
          13     1.65946     1.66713  0.00970866
          14     1.65345     1.66616  0.00906425
          15     1.65327      1.6653   0.0085006
          16     1.63034     1.66311  0.00824532
          17      1.5899     1.65881  0.00881361
          18     1.63543     1.65751  0.00841911
          19     1.66437     1.65787  0.00798375
          20     1.69685     1.65982  0.00781885
          21     1.65405     1.65954  0.00745134
          22     1.64533      1.6589   0.0071406
          23     1.63144      1.6577  0.00692923
          24     1.66876     1.65816  0.00665582
          25     1.65139     1.65789  0.00639511
          26     1.61279     1.65616  0.00638009
          27      1.6655      1.6565  0.00615317
          28     1.61948     1.65518   0.0060738
          29      1.6395     1.65464  0.00588838
          30       1.706     1.65635  0.00593579
          31     1.63315      1.6556  0.00579133
          32     1.70209     1.65706  0.00578964
          33     1.66793     1.65739  0.00562356
          34     1.64443     1.65701  0.00547106
          35      1.6519     1.65686  0.00531669
          36     1.61467     1.65569   0.0052966
          37      1.6555     1.65568  0.00515345
          38     1.66041     1.65581  0.00501934
          39     1.58584     1.65401  0.00520136
          40     1.60957      1.6529  0.00518864
          41     1.69447     1.65392  0.00516017
          42     1.67741     1.65448  0.00506753
          43     1.60489     1.65332  0.00507918
          44     1.67171     1.65374   0.0049809
          45      1.6026      1.6526  0.00499816
          46     1.67696     1.65313  0.00491746
          47     1.62751     1.65259  0.00484295
          48     1.66189     1.65278  0.00474594
          49     1.63303     1.65238  0.00466617
          50     1.66023     1.65254  0.00457549
          51     1.65132     1.65251  0.00448584
          52     1.64367     1.65234  0.00440279
          53     1.65393     1.65237  0.00431982
          54     1.66252     1.65256  0.00424391
          55     1.66574      1.6528  0.00417351
          56     1.63698     1.65252  0.00410853
          57     1.63566     1.65222  0.00404708
          58     1.67023     1.65253  0.00398919
          59     1.66149     1.65268  0.00392447
          60     1.63678     1.65242    0.003868
          61     1.66275     1.65259   0.0038083
          62     1.64153     1.65241  0.00375105
          63      1.6631     1.65258  0.00369534
          64     1.62293     1.65212  0.00366653
          65     1.65725     1.65219  0.00361097
          66     1.67027     1.65247  0.00356664
          67     1.64716     1.65239  0.00351428
          68     1.66948     1.65264  0.00347158
          69     1.56558     1.65138  0.00364334
          70     1.67967     1.65178  0.00361363
          71     1.70794     1.65257  0.00364826
          72     1.59587     1.65179   0.0036816
          73     1.61523     1.65129  0.00366507
          74     1.64381     1.65118  0.00361694
          75     1.59615     1.65045  0.00364239
          76     1.65328     1.65049  0.00359466
          77      1.6296     1.65022   0.0035582
          78      1.6152     1.64977  0.00354079
          79     1.64043     1.64965  0.00349794
          80     1.62423     1.64933  0.00346861
          81     1.65134     1.64936  0.00342588
          82     1.67325     1.64965  0.00339647
          83     1.69987     1.65025  0.00340903
          84     1.63148     1.65003  0.00337576
          85     1.61779     1.64965   0.0033573
          86     1.61608     1.64926  0.00334088
          87     1.67354     1.64954  0.00331411
          88     1.61842     1.64919  0.00329526
          89     1.65658     1.64927  0.00325928
          90     1.63284     1.64909  0.00322817
          91      1.6728     1.64935   0.0032032
          92     1.65365     1.64939  0.00316873
          93     1.66588     1.64957  0.00313961
          94     1.66444     1.64973  0.00311019
          95     1.62311     1.64945  0.00309005
          96     1.66359      1.6496  0.00306137
          97     1.64077      1.6495  0.00303116
          98     1.63096     1.64932  0.00300614
          99     1.63816      1.6492  0.00297788
         100     1.65908      1.6493  0.00294974
