           1     1.13452     1.13452           0
           2     0.51788    0.826202    0.218016
           3    0.688405     0.78027    0.150105
           4     0.74106    0.770467    0.112898
           5    0.823895    0.781153   0.0908228
           6    0.833116    0.789813   0.0760975
           7    0.895295    0.804882   0.0667017
           8    0.790571    0.803093    0.058388
           9    0.744335    0.796564   0.0522641
          10    0.791109    0.796019   0.0470406
          11      0.7902     0.79549   0.0427671
          12    0.768172    0.793213   0.0392638
          13    0.850244      0.7976   0.0364877
          14    0.865572    0.802455   0.0342029
          15    0.735485    0.797991   0.0322128
          16    0.812254    0.798882   0.0302119
          17    0.790369    0.798381   0.0284388
          18     0.82335    0.799769   0.0268927
          19    0.790331    0.799272   0.0254819
          20    0.769088    0.797763   0.0242524
          21    0.828436    0.799223   0.0231415
          22    0.813804    0.799886   0.0220991
          23    0.808519    0.800261   0.0211415
          24    0.745351    0.797973    0.020384
          25     0.78837    0.797589   0.0195723
          26    0.804283    0.797847   0.0188212
          27    0.873863    0.800662   0.0183335
          28    0.735671    0.798341    0.017825
          29    0.768135    0.797299   0.0172408
          30    0.811455    0.797771   0.0166725
          31    0.829408    0.798792   0.0161659
          32    0.794238     0.79865   0.0156614
          33    0.761657    0.797529   0.0152268
          34    0.808262    0.797844   0.0147823
          35    0.796828    0.797815   0.0143599
          36    0.779719    0.797313   0.0139698
          37    0.775695    0.796728   0.0136045
          38    0.817673    0.797279   0.0132576
          39    0.839577    0.798364    0.012962
          40    0.796728    0.798323    0.012638
          41    0.731656    0.796697   0.0124339
          42    0.795313    0.796664   0.0121379
          43    0.852509    0.797963   0.0119249
          44    0.825985      0.7986   0.0116709
          45    0.802157    0.798679   0.0114118
          46    0.739349    0.797389   0.0112364
          47    0.722805    0.795802   0.0111088
          48    0.834901    0.796617   0.0109072
          49    0.860494     0.79792   0.0107622
          50    0.782095    0.797604   0.0105516
          51    0.804417    0.797737   0.0103456
          52      0.8109     0.79799   0.0101497
          53     0.74037    0.796903   0.0100163
          54    0.809007    0.797127  0.00983328
          55    0.815294    0.797458  0.00966004
          56     0.82805    0.798004  0.00950298
          57    0.775096    0.797602  0.00934475
          58    0.812773    0.797864   0.0091873
          59    0.807422    0.798026  0.00903301
          60    0.729707    0.796887  0.00895394
          61    0.844729    0.797671  0.00884143
          62    0.801743    0.797737  0.00869907
          63    0.823684    0.798149  0.00857074
          64    0.763707    0.797611   0.0084537
          65    0.740785    0.796736  0.00836872
          66     0.82648    0.797187  0.00825405
          67    0.793905    0.797138    0.008131
          68    0.818176    0.797448  0.00801731
          69    0.796871    0.797439  0.00790112
          70    0.855579     0.79827  0.00783178
          71     0.76829    0.797848  0.00773285
          72    0.778528    0.797579   0.0076301
          73    0.773078    0.797244  0.00753296
          74    0.761675    0.796763  0.00744648
          75    0.844324    0.797397  0.00737415
          76    0.833467    0.797872  0.00729238
          77    0.778079    0.797615   0.0072022
          78    0.810479     0.79778  0.00711175
          79    0.737062    0.797011  0.00706314
          80    0.770919    0.796685  0.00698237
          81    0.825838    0.797045  0.00690544
          82    0.871814    0.797957  0.00688117
          83    0.810584    0.798109  0.00679994
          84    0.782025    0.797917  0.00672169
          85    0.767601    0.797561  0.00665206
          86    0.780223    0.797359  0.00657777
          87    0.840002    0.797849   0.0065204
          88    0.798663    0.797858  0.00644631
          89    0.769688    0.797542  0.00638164
          90    0.852548    0.798153  0.00633994
          91    0.769514    0.797838  0.00627807
          92    0.781158    0.797657  0.00621245
          93     0.79334    0.797611  0.00614582
          94    0.762994    0.797242  0.00609147
          95    0.850458    0.797802  0.00605305
          96    0.776042    0.797576  0.00599424
          97    0.775502    0.797348  0.00593676
          98    0.801394    0.797389  0.00587632
          99    0.824346    0.797662  0.00582327
         100    0.818141    0.797867  0.00576864
