1,-0.183516
4,-0.289401
7,-0.288659
10,-0.403201
13,-0.250599
16,-0.133639
19,-0.379549
22,-0.388162
25,-0.433468
28,-0.397022
31,-0.433477
34,-0.389581
37,-0.422518
40,-0.440707
43,-0.422421
46,-0.436971
49,-0.434943
52,-0.435582
55,-0.437388
58,-0.441668
61,-0.402137
64,-0.432492
67,-0.426982
70,-0.420249
73,-0.414336
76,-0.414746
79,-0.421457
82,-0.441707
85,-0.445524
88,-0.421729
91,-0.436194
94,-0.404925
97,-0.435413
100,-0.422706
103,-0.414325
106,-0.408505
109,-0.432667
112,-0.445845
115,-0.434603
118,-0.411817
121,-0.444729
124,-0.428405
127,-0.423741
130,-0.409085
133,-0.40609
136,-0.433413
139,-0.441352
142,-0.442024
145,-0.429068
148,-0.425439
151,-0.440585
154,-0.443849
157,-0.432066
160,-0.430021
163,-0.445548
166,-0.445463
169,-0.444038
172,-0.444874
175,-0.438971
178,-0.445925
181,-0.444603
184,-0.434818
187,-0.445052
190,-0.44464
193,-0.44377
196,-0.440181
199,-0.435579
202,-0.443185
205,-0.443213
208,-0.438562
211,-0.43801
214,-0.430557
217,-0.437749
220,-0.436718
223,-0.411116
226,-0.432793
229,-0.429466
232,-0.430222
235,-0.437888
238,-0.444096
241,-0.443427
244,-0.441429
247,-0.441853
250,-0.432968
253,-0.436998
256,-0.437977
259,-0.440202
262,-0.432565
265,-0.441908
268,-0.436706
271,-0.43547
274,-0.445793
277,-0.439804
280,-0.436509
283,-0.441619
286,-0.441718
289,-0.439974
292,-0.437211
295,-0.446486
298,-0.44338
301,-0.444712
304,-0.442456
307,-0.444803
310,-0.432962
313,-0.443747
316,-0.444455
319,-0.443247
322,-0.440473
325,-0.440392
328,-0.440608
331,-0.439647
334,-0.44274
337,-0.446422
340,-0.444272
343,-0.443523
346,-0.437102
349,-0.447869
352,-0.438985
355,-0.446028
358,-0.442683
361,-0.445742
364,-0.442314
367,-0.445979
370,-0.448101
373,-0.438473
376,-0.438742
379,-0.428497
382,-0.435362
385,-0.438621
388,-0.441253
391,-0.443087
394,-0.443089
397,-0.443487
400,-0.43814
403,-0.434009
406,-0.440344
409,-0.433395
412,-0.441098
415,-0.445827
418,-0.439502
421,-0.441227
424,-0.431965
427,-0.436787
430,-0.432599
433,-0.440627
436,-0.439338
439,-0.442956
442,-0.442289
445,-0.433392
448,-0.435483
451,-0.432632
454,-0.428283
457,-0.431875
460,-0.427127
463,-0.434563
466,-0.440184
469,-0.443681
472,-0.44116
475,-0.438399
478,-0.43727
481,-0.442872
484,-0.446954
487,-0.437585
490,-0.44426
493,-0.443964
496,-0.44442
499,-0.442327
502,-0.441701
505,-0.443802
508,-0.447845
511,-0.446388
514,-0.44217
517,-0.443139
520,-0.447083
523,-0.445576
526,-0.446553
529,-0.440453
532,-0.442715
535,-0.442527
538,-0.442501
541,-0.443067
544,-0.438549
547,-0.448094
550,-0.444943
553,-0.444474
556,-0.449513
559,-0.442758
562,-0.441628
565,-0.437639
568,-0.443162
571,-0.436678
574,-0.440932
577,-0.440075
580,-0.447889
583,-0.441052
586,-0.438563
589,-0.44403
592,-0.437336
595,-0.441552
598,-0.444203
601,-0.440332
604,-0.445041
607,-0.447184
610,-0.439976
613,-0.441657
616,-0.443937
619,-0.443311
622,-0.438436
625,-0.439414
628,-0.44478
631,-0.441806
634,-0.43628
637,-0.442493
640,-0.441304
643,-0.440743
646,-0.439353
649,-0.446912
652,-0.44443
655,-0.442418
658,-0.443341
661,-0.442381
664,-0.442367
667,-0.434939
670,-0.437644
673,-0.440884
676,-0.444687
679,-0.449625
682,-0.440624
685,-0.441886
688,-0.441283
691,-0.44276
694,-0.447538
697,-0.441604
700,-0.442457
703,-0.442337
706,-0.441477
709,-0.444037
712,-0.443862
715,-0.449334
718,-0.437366
721,-0.442934
724,-0.44209
727,-0.444145
730,-0.445659
733,-0.441614
736,-0.438651
739,-0.440725
742,-0.445053
745,-0.442676
748,-0.438845
751,-0.439948
754,-0.441871
757,-0.440864
760,-0.441034
763,-0.441292
766,-0.444442
769,-0.442964
772,-0.444979
775,-0.445303
778,-0.439566
781,-0.442295
784,-0.443294
787,-0.440578
790,-0.444589
793,-0.444208
796,-0.44357
799,-0.444862
802,-0.445815
805,-0.443109
808,-0.437942
811,-0.445116
814,-0.443309
817,-0.44016
820,-0.441683
823,-0.442227
826,-0.445195
829,-0.440669
832,-0.45028
835,-0.445142
838,-0.443952
841,-0.440151
844,-0.442118
847,-0.445796
850,-0.443636
853,-0.446103
856,-0.442635
859,-0.446245
862,-0.449506
865,-0.442382
868,-0.445584
871,-0.440286
874,-0.442522
877,-0.443503
880,-0.446625
883,-0.443387
886,-0.442414
889,-0.442853
892,-0.444028
895,-0.442759
898,-0.443594
901,-0.444328
904,-0.445149
907,-0.446316
910,-0.444384
913,-0.444112
916,-0.444322
919,-0.446851
922,-0.445647
925,-0.441647
928,-0.443002
931,-0.444812
934,-0.441126
937,-0.446032
940,-0.447698
943,-0.444374
946,-0.441198
949,-0.446223
952,-0.445174
955,-0.444722
958,-0.437997
961,-0.446784
964,-0.440853
967,-0.443244
970,-0.444259
973,-0.444639
976,-0.444281
979,-0.44473
982,-0.4409
985,-0.444567
988,-0.441458
991,-0.445568
994,-0.443565
997,-0.44519
1000,-0.445154
