           0           0           0
  0.00461329           0           0
  0.00922657           0           0
   0.0138399           0           0
   0.0184531           0           0
   0.0230664           0           0
   0.0276797           0           0
    0.032293           0           0
   0.0369063           0           0
   0.0415196           0           0
   0.0461329           0           0
   0.0507461           0           0
   0.0553594           0           0
   0.0599727           0           0
    0.064586           0           0
   0.0691993           0           0
   0.0738126           0           0
   0.0784259           0           0
   0.0830391           0           0
   0.0876524           0           0
   0.0922657           0           0
    0.096879           0           0
    0.101492           0           0
    0.106106           0           0
    0.110719           0           0
    0.115332           0           0
    0.119945           0           0
    0.124559           0           0
    0.129172           0           0
    0.133785           0           0
    0.138399           0           0
    0.143012           0           0
    0.147625           0           0
    0.152238           0           0
    0.156852           0           0
    0.161465           0           0
    0.166078           0           0
    0.170692           0           0
    0.175305           0           0
    0.179918           0           0
    0.184531           0           0
    0.189145           0           0
    0.193758           0           0
    0.198371           0           0
    0.202985           0           0
    0.207598           0           0
    0.212211           0           0
    0.216824           0           0
    0.221438           0           0
    0.226051           0           0
    0.230664           0           0
    0.235278           0           0
    0.239891           0           0
    0.244504           0           0
    0.249117           0           0
    0.253731           0           0
    0.258344           0           0
    0.262957           0           0
    0.267571           0           0
    0.272184           0           0
    0.276797           0           0
     0.28141           0           0
    0.286024           0           0
    0.290637           0           0
     0.29525           0           0
    0.299864           0           0
    0.304477           0           0
     0.30909           0           0
    0.313703           0           0
    0.318317           0           0
     0.32293           0           0
    0.327543           0           0
    0.332157           0           0
     0.33677           0           0
    0.341383           0           0
    0.345996           0           0
     0.35061           0           0
    0.355223           0           0
    0.359836           0           0
     0.36445           0           0
    0.369063           0           0
    0.373676           0           0
    0.378289           0           0
    0.382903           0           0
    0.387516           0           0
    0.392129           0           0
    0.396743           0           0
    0.401356           0           0
    0.405969           0           0
    0.410582           0           0
    0.415196           0           0
    0.419809           0           0
    0.424422           0           0
    0.429036           0           0
    0.433649           0           0
    0.438262           0           0
    0.442875           0           0
    0.447489           0           0
    0.452102           0           0
    0.456715           0           0
    0.461329           0           0
    0.465942           0           0
    0.470555           0           0
    0.475168           0           0
    0.479782           0           0
    0.484395           0           0
    0.489008           0           0
    0.493622           0           0
    0.498235           0           0
    0.502848           0           0
    0.507461           0           0
    0.512075           0           0
    0.516688           0           0
    0.521301           0           0
    0.525915           0           0
    0.530528           0           0
    0.535141           0           0
    0.539754           0           0
    0.544368           0           0
    0.548981           0           0
    0.553594           0           0
    0.558208           0           0
    0.562821           0           0
    0.567434           0           0
    0.572047           0           0
    0.576661           0           0
    0.581274           0           0
    0.585887           0           0
    0.590501           0           0
    0.595114           0           0
    0.599727           0           0
     0.60434           0           0
    0.608954           0           0
    0.613567           0           0
     0.61818           0           0
    0.622794           0           0
    0.627407           0           0
     0.63202           0           0
    0.636633           0           0
    0.641247           0           0
     0.64586           0           0
    0.650473           0           0
    0.655087           0           0
      0.6597           0           0
    0.664313           0           0
    0.668926           0           0
     0.67354           0           0
    0.678153           0           0
    0.682766           0           0
     0.68738           0           0
    0.691993           0           0
    0.696606           0           0
    0.701219           0           0
    0.705833           0           0
    0.710446           0           0
    0.715059           0           0
    0.719673           0           0
    0.724286           0           0
    0.728899           0           0
    0.733512           0           0
    0.738126           0           0
    0.742739           0           0
    0.747352           0           0
    0.751966           0           0
    0.756579           0           0
    0.761192           0           0
    0.765805           0           0
    0.770419           0           0
    0.775032           0           0
    0.779645           0           0
    0.784259           0           0
    0.788872           0           0
    0.793485           0           0
    0.798098           0           0
    0.802712           0           0
    0.807325           0           0
    0.811938           0           0
    0.816552           0           0
    0.821165           0           0
    0.825778           0           0
    0.830391           0           0
    0.835005           0           0
    0.839618           0           0
    0.844231           0           0
    0.848845           0           0
    0.853458           0           0
    0.858071           0           0
    0.862684           0           0
    0.867298           0           0
    0.871911           0           0
    0.876524           0           0
    0.881138 2.97662e-06  2.9617e-06
    0.885751 1.25196e-05 1.24568e-05
    0.890364 5.39351e-05 2.34056e-05
    0.894977 0.000156539 3.65711e-05
    0.899591 0.000539796 8.80027e-05
    0.904204  0.00101704 0.000105006
    0.908817  0.00229548 0.000168085
    0.913431  0.00437998 0.000216981
    0.918044  0.00826508 0.000272434
    0.922657   0.0154927 0.000423914
     0.92727   0.0256175  0.00051204
    0.931884    0.041071 0.000676636
    0.936497   0.0641591 0.000905728
     0.94111   0.0998137   0.0010753
    0.945724    0.144341  0.00123439
    0.950337    0.205077  0.00140072
     0.95495    0.285474  0.00189811
    0.959563     0.38406  0.00184077
    0.964177    0.508379  0.00224376
     0.96879    0.652926  0.00275965
    0.973403     0.81693  0.00274107
    0.978017     1.01603  0.00293026
     0.98263     1.22303  0.00334989
    0.987243     1.46098  0.00362599
    0.991856     1.71355  0.00425932
     0.99647      1.9873  0.00433378
     1.00108     2.27497  0.00474707
      1.0057     2.55743  0.00528158
     1.01031     2.84971   0.0050724
     1.01492     3.12033  0.00510268
     1.01954     3.39473  0.00573586
     1.02415     3.66036  0.00522184
     1.02876     3.89452  0.00627128
     1.03338     4.11194  0.00632514
     1.03799     4.32047  0.00600263
      1.0426     4.48825  0.00555394
     1.04722     4.62853  0.00682162
     1.05183     4.73622  0.00576706
     1.05644     4.81219  0.00647372
     1.06106     4.85833  0.00664618
     1.06567     4.88043  0.00632416
     1.07028     4.87651  0.00723378
      1.0749      4.8374   0.0062539
     1.07951     4.77038  0.00673957
     1.08412     4.69636  0.00603815
     1.08874     4.58761  0.00625863
     1.09335     4.46264  0.00686454
     1.09796     4.31491  0.00549663
     1.10258     4.16027  0.00537232
     1.10719      3.9934  0.00595275
      1.1118     3.80672  0.00585295
     1.11642     3.61977  0.00540813
     1.12103     3.43347  0.00522161
     1.12564      3.2454  0.00527375
     1.13026     3.05481  0.00471567
     1.13487     2.86519  0.00477908
     1.13948     2.67391  0.00444066
     1.14409     2.49372  0.00467414
     1.14871      2.3171  0.00428784
     1.15332     2.14753  0.00407906
     1.15793       1.981  0.00434133
     1.16255     1.81708  0.00403553
     1.16716     1.67139  0.00352091
     1.17177     1.52531  0.00352393
     1.17639     1.38456  0.00301863
       1.181     1.25951  0.00275558
     1.18561     1.14038  0.00254937
     1.19023     1.02889  0.00253957
     1.19484    0.927536  0.00264514
     1.19945     0.83682  0.00257871
     1.20407    0.750699  0.00225959
     1.20868    0.666359  0.00220915
     1.21329    0.592688  0.00217309
     1.21791    0.528214  0.00178177
     1.22252    0.467572  0.00187041
     1.22713    0.413804  0.00168953
     1.23175    0.364657  0.00165366
     1.23636    0.319377  0.00174177
     1.24097     0.28012   0.0016478
     1.24559    0.244357   0.0015119
      1.2502    0.211736  0.00129373
     1.25481     0.18494  0.00124884
     1.25943    0.158839 0.000998497
     1.26404    0.138204   0.0010468
     1.26865    0.120638  0.00102089
     1.27327    0.105627 0.000973283
     1.27788   0.0915417 0.000880998
     1.28249   0.0796156 0.000836406
     1.28711    0.069537 0.000773694
     1.29172   0.0615107 0.000780459
     1.29633   0.0550842 0.000716699
     1.30095   0.0511646 0.000660923
     1.30556   0.0470469 0.000602688
     1.31017   0.0448711 0.000599945
     1.31479   0.0430507 0.000666504
      1.3194   0.0420332 0.000654807
     1.32401   0.0434777 0.000634405
     1.32863   0.0460434 0.000749436
     1.33324   0.0478342 0.000747731
     1.33785   0.0509941 0.000706283
     1.34247    0.055898 0.000788486
     1.34708   0.0620672 0.000888394
     1.35169   0.0687622 0.000854378
     1.35631   0.0768067 0.000917525
     1.36092    0.086328 0.000956039
     1.36553   0.0960179   0.0010005
     1.37015    0.108352  0.00100576
     1.37476    0.121365  0.00120432
     1.37937    0.135791  0.00118588
     1.38399    0.150573  0.00116385
      1.3886     0.16829  0.00125341
     1.39321    0.188629  0.00140684
     1.39783    0.207381  0.00146055
     1.40244    0.228431  0.00135143
     1.40705     0.25227  0.00136864
     1.41167    0.277353  0.00154736
     1.41628    0.305502  0.00140145
     1.42089     0.33093  0.00152185
     1.42551    0.361481  0.00143955
     1.43012    0.390351  0.00144595
     1.43473    0.419225  0.00149321
     1.43935    0.452267  0.00153869
     1.44396    0.489244  0.00155995
     1.44857    0.523337  0.00162887
     1.45319    0.556542  0.00171843
      1.4578    0.591196  0.00172493
     1.46241    0.627426  0.00187199
