1,14.9734,15.3962
2,14.6115,15.1533
3,14.2493,14.6487
4,13.9813,14.2903
5,13.1075,14.0104
6,12.6422,13.0945
7,11.7901,12.7327
8,11.7901,12.1237
9,11.6599,11.7839
10,11.5591,11.6677
11,10.8177,11.5511
12,10.2088,10.8153
13,10.0931,10.3254
14,10.0606,10.1242
15,9.9297,10.0623
16,9.4395,9.95477
17,9.34461,9.51161
18,9.19327,9.35899
19,8.96016,9.24279
20,8.96016,9.04658
21,8.56279,8.95339
22,8.21105,8.714
23,8.21105,8.34015
24,8.19676,8.21059
25,8.17838,8.19918
26,8.16957,8.18188
27,8.1376,8.17053
28,8.1376,8.148
29,8.1376,8.1376
30,8.12115,8.13727
31,8.12115,8.12705
32,8.04754,8.11968
33,8.04754,8.06815
34,7.98793,8.04634
35,7.98793,8.00495
36,7.98793,7.98934
37,7.98793,7.98793
38,7.97682,7.9877
39,7.92391,7.97663
40,7.78811,7.92983
41,7.78811,7.81834
42,7.78811,7.78811
43,7.49793,7.78231
44,7.49793,7.63042
45,7.49793,7.49793
46,7.49793,7.49793
47,7.44933,7.49627
48,7.44933,7.46371
49,7.39565,7.44826
50,7.39565,7.40854
51,7.39565,7.39565
52,7.39565,7.39565
53,7.39565,7.39565
54,7.25363,7.39281
55,7.21395,7.31533
56,7.21395,7.22506
57,6.82424,7.20616
58,6.80525,6.90073
59,6.80525,6.8136
60,6.80525,6.80563
61,6.80525,6.80525
62,6.80525,6.80525
63,6.80525,6.80525
64,6.80525,6.80525
65,6.80525,6.80525
66,6.80525,6.80525
67,6.80525,6.80525
68,6.80525,6.80525
69,6.80525,6.80525
70,6.737,6.80388
71,6.72924,6.76531
72,6.72924,6.74263
73,6.72924,6.72924
74,6.72924,6.72924
75,6.72924,6.72924
76,6.72924,6.72924
77,6.60314,6.72671
78,6.60314,6.64601
79,6.60314,6.60314
80,6.57462,6.60257
81,6.57462,6.58182
82,6.57462,6.57462
83,6.5392,6.57391
84,6.5392,6.56043
85,6.5392,6.54118
86,6.5392,6.5392
87,6.5392,6.5392
88,6.51854,6.53878
89,6.51854,6.52383
