           1      1.6235      1.6235           0
           2     1.63019     1.62684   0.0023656
           3     1.60341     1.61903  0.00656895
           4     1.61668     1.61845  0.00495296
           5     1.61297     1.61735  0.00408176
           6      1.6581     1.62414  0.00707122
           7     1.62435     1.62417  0.00606111
           8      1.6406     1.62623  0.00564068
           9     1.61688     1.62519  0.00510864
          10      1.6258     1.62525  0.00459815
          11     1.65482     1.62794   0.0049036
          12     1.65144      1.6299  0.00487058
          13     1.67801      1.6336  0.00573219
          14     1.61609     1.63235  0.00545742
          15     1.64885     1.63345  0.00520328
          16     1.65109     1.63455  0.00499356
          17      1.6183     1.63359  0.00479046
          18     1.66693     1.63545  0.00486917
          19     1.66998     1.63726   0.0049405
          20     1.64747     1.63777  0.00471975
          21     1.66058     1.63886  0.00461828
          22     1.66909     1.64023  0.00460829
          23     1.63862     1.64016  0.00440846
          24     1.65358     1.64072  0.00426009
          25     1.65445     1.64127  0.00412493
          26     1.69476     1.64333  0.00444984
          27     1.66277     1.64405  0.00434288
          28      1.6262     1.64341   0.0042343
          29     1.69347     1.64514  0.00442618
          30     1.67121     1.64601   0.0043631
          31     1.67488     1.64694   0.0043206
          32     1.66151     1.64739   0.0042095
          33     1.61767     1.64649  0.00417718
          34     1.58585     1.64471  0.00441871
          35     1.58754     1.64308  0.00458445
          36     1.66902      1.6438  0.00451341
          37     1.64557     1.64384  0.00439168
          38     1.67001     1.64453  0.00432975
          39     1.64929     1.64466  0.00422045
          40     1.63114     1.64432  0.00412844
          41     1.68304     1.64526  0.00413439
          42     1.67847     1.64605  0.00411087
          43     1.68942     1.64706  0.00413714
          44     1.62669      1.6466  0.00406894
          45     1.64834     1.64664   0.0039787
          46     1.71905     1.64821  0.00419207
          47     1.66557     1.64858   0.0041191
          48     1.65761     1.64877  0.00403758
          49      1.6414     1.64862  0.00395798
          50     1.61394     1.64792  0.00393912
          51       1.611      1.6472  0.00392786
          52     1.64104     1.64708  0.00385411
          53     1.65037     1.64714  0.00378189
          54     1.62198     1.64668  0.00374045
          55     1.63451     1.64646  0.00367897
          56     1.60244     1.64567  0.00369631
          57     1.61259     1.64509  0.00367675
          58     1.66868      1.6455  0.00363578
          59     1.66751     1.64587  0.00359325
          60     1.61321     1.64533  0.00357434
          61     1.62668     1.64502   0.0035288
          62     1.69473     1.64582  0.00356179
          63     1.65178     1.64592  0.00350651
          64     1.68163     1.64647  0.00349585
          65     1.66421     1.64675  0.00345269
          66     1.65758     1.64691  0.00340428
          67      1.6512     1.64698  0.00335407
          68      1.6601     1.64717  0.00331029
          69     1.68589     1.64773  0.00330953
          70     1.62812     1.64745  0.00327408
          71     1.64635     1.64743  0.00322801
          72     1.66554     1.64769  0.00319295
          73     1.62877     1.64743  0.00315971
          74     1.65554     1.64754  0.00311891
          75     1.62501     1.64724  0.00309175
          76     1.66109     1.64742  0.00305644
          77     1.65956     1.64758  0.00302081
          78     1.60844     1.64707  0.00302347
          79      1.6252      1.6468  0.00299785
          80     1.64746     1.64681  0.00296038
          81      1.6769     1.64718  0.00294707
          82     1.63298       1.647  0.00291621
          83     1.64042     1.64692  0.00288215
          84     1.64247     1.64687  0.00284832
          85     1.66962     1.64714  0.00282736
          86     1.63268     1.64697  0.00279947
          87     1.69592     1.64753  0.00282328
          88     1.62885     1.64732  0.00279916
          89     1.69033      1.6478  0.00280912
          90     1.62467     1.64755  0.00278964
          91     1.65876     1.64767  0.00276171
          92     1.58291     1.64697  0.00281997
          93     1.67444     1.64726  0.00280507
          94     1.60403      1.6468  0.00281269
          95     1.57973      1.6461  0.00287032
          96     1.62514     1.64588  0.00284871
          97     1.68218     1.64625  0.00284382
          98     1.63489     1.64614  0.00281717
          99      1.6103     1.64577  0.00281188
         100     1.65129     1.64583   0.0027843
