10000,2.25842,0
20000,1.87358,0.384839
30000,1.7828,0.240018
40000,1.70287,0.187598
50000,1.67685,0.147624
60000,1.65524,0.122457
70000,1.62605,0.107532
80000,1.6168,0.0935833
90000,1.59807,0.0846315
100000,1.58406,0.0769828
110000,1.58191,0.0696666
120000,1.57426,0.064055
130000,1.56373,0.0598562
140000,1.55553,0.0560193
150000,1.5486,0.0526091
160000,1.5442,0.049408
170000,1.53916,0.0466838
180000,1.53656,0.0440905
190000,1.53406,0.0417803
200000,1.53265,0.0396614
210000,1.53068,0.0377769
220000,1.53077,0.036019
230000,1.52787,0.0345392
240000,1.52793,0.0330688
250000,1.52652,0.0317502
260000,1.52542,0.0305241
270000,1.52626,0.0293838
280000,1.52503,0.0283419
290000,1.52686,0.0274085
300000,1.52505,0.0265409
310000,1.52387,0.0256979
320000,1.52503,0.0249089
330000,1.52535,0.0241445
340000,1.52423,0.0234507
350000,1.52411,0.0227712
360000,1.52396,0.0221301
370000,1.523,0.0215449
380000,1.52113,0.0210536
390000,1.5224,0.0205461
400000,1.52007,0.0201614
410000,1.52006,0.0196635
420000,1.51971,0.0191927
430000,1.51886,0.0187604
440000,1.51807,0.0183461
450000,1.51846,0.0179378
460000,1.5175,0.0175697
470000,1.5172,0.0171944
480000,1.51655,0.0168448
490000,1.51682,0.0164996
500000,1.51668,0.0161667
510000,1.51714,0.0158532
520000,1.51696,0.0155464
530000,1.51683,0.0152508
540000,1.51628,0.0149761
550000,1.51521,0.0147401
560000,1.51595,0.0144938
570000,1.51547,0.0142454
580000,1.51586,0.0140029
590000,1.51634,0.0137718
600000,1.51745,0.0135862
610000,1.51673,0.0133809
620000,1.51692,0.0131646
630000,1.5162,0.0129738
640000,1.51606,0.0127702
650000,1.51559,0.0125811
660000,1.51447,0.0124399
670000,1.51383,0.0122694
680000,1.51392,0.012088
690000,1.51376,0.0119126
700000,1.51313,0.0117581
710000,1.51216,0.011632
720000,1.51104,0.011524
730000,1.51063,0.0113725
740000,1.51009,0.0112305
750000,1.50934,0.011105
760000,1.50819,0.011018
770000,1.50819,0.0108739
780000,1.50879,0.0107505
790000,1.5084,0.0106208
800000,1.50812,0.0104908
810000,1.50756,0.010376
820000,1.50788,0.0102537
830000,1.50704,0.0101641
840000,1.50724,0.0100443
850000,1.50755,0.00993049
860000,1.50686,0.00983908
870000,1.50698,0.00972615
880000,1.50672,0.00961856
890000,1.5069,0.00951156
900000,1.50685,0.0094054
910000,1.507,0.00930264
920000,1.50713,0.00920195
930000,1.50788,0.00913323
940000,1.50757,0.00904105
950000,1.50724,0.00895135
960000,1.50692,0.00886345
970000,1.50697,0.00877175
980000,1.50673,0.00868502
990000,1.50697,0.00860019
1000000,1.50661,0.00852158
