           1           0           0           0
           1  0.00461329           0           0
           1  0.00922657           0           0
           1   0.0138399           0           0
           1   0.0184531           0           0
           1   0.0230664           0           0
           1   0.0276797           0           0
           1    0.032293           0           0
           1   0.0369063           0           0
           1   0.0415196           0           0
           1   0.0461329           0           0
           1   0.0507461           0           0
           1   0.0553594           0           0
           1   0.0599727           0           0
           1    0.064586           0           0
           1   0.0691993           0           0
           1   0.0738126           0           0
           1   0.0784259           0           0
           1   0.0830391           0           0
           1   0.0876524           0           0
           1   0.0922657           0           0
           1    0.096879           0           0
           1    0.101492           0           0
           1    0.106106           0           0
           1    0.110719           0           0
           1    0.115332           0           0
           1    0.119945           0           0
           1    0.124559           0           0
           1    0.129172           0           0
           1    0.133785           0           0
           1    0.138399           0           0
           1    0.143012           0           0
           1    0.147625           0           0
           1    0.152238           0           0
           1    0.156852           0           0
           1    0.161465           0           0
           1    0.166078           0           0
           1    0.170692           0           0
           1    0.175305           0           0
           1    0.179918           0           0
           1    0.184531           0           0
           1    0.189145           0           0
           1    0.193758           0           0
           1    0.198371           0           0
           1    0.202985           0           0
           1    0.207598           0           0
           1    0.212211           0           0
           1    0.216824           0           0
           1    0.221438           0           0
           1    0.226051           0           0
           1    0.230664           0           0
           1    0.235278           0           0
           1    0.239891           0           0
           1    0.244504           0           0
           1    0.249117           0           0
           1    0.253731           0           0
           1    0.258344           0           0
           1    0.262957           0           0
           1    0.267571           0           0
           1    0.272184           0           0
           1    0.276797           0           0
           1     0.28141           0           0
           1    0.286024           0           0
           1    0.290637           0           0
           1     0.29525           0           0
           1    0.299864           0           0
           1    0.304477           0           0
           1     0.30909           0           0
           1    0.313703           0           0
           1    0.318317           0           0
           1     0.32293           0           0
           1    0.327543           0           0
           1    0.332157           0           0
           1     0.33677           0           0
           1    0.341383           0           0
           1    0.345996           0           0
           1     0.35061           0           0
           1    0.355223           0           0
           1    0.359836           0           0
           1     0.36445           0           0
           1    0.369063           0           0
           1    0.373676           0           0
           1    0.378289           0           0
           1    0.382903           0           0
           1    0.387516           0           0
           1    0.392129           0           0
           1    0.396743           0           0
           1    0.401356           0           0
           1    0.405969           0           0
           1    0.410582           0           0
           1    0.415196           0           0
           1    0.419809           0           0
           1    0.424422           0           0
           1    0.429036           0           0
           1    0.433649           0           0
           1    0.438262           0           0
           1    0.442875           0           0
           1    0.447489           0           0
           1    0.452102           0           0
           1    0.456715           0           0
           1    0.461329           0           0
           1    0.465942           0           0
           1    0.470555           0           0
           1    0.475168           0           0
           1    0.479782           0           0
           1    0.484395           0           0
           1    0.489008           0           0
           1    0.493622           0           0
           1    0.498235           0           0
           1    0.502848           0           0
           1    0.507461           0           0
           1    0.512075           0           0
           1    0.516688           0           0
           1    0.521301           0           0
           1    0.525915           0           0
           1    0.530528           0           0
           1    0.535141           0           0
           1    0.539754           0           0
           1    0.544368           0           0
           1    0.548981           0           0
           1    0.553594           0           0
           1    0.558208           0           0
           1    0.562821           0           0
           1    0.567434           0           0
           1    0.572047           0           0
           1    0.576661           0           0
           1    0.581274           0           0
           1    0.585887           0           0
           1    0.590501           0           0
           1    0.595114           0           0
           1    0.599727           0           0
           1     0.60434           0           0
           1    0.608954           0           0
           1    0.613567           0           0
           1     0.61818           0           0
           1    0.622794           0           0
           1    0.627407           0           0
           1     0.63202           0           0
           1    0.636633           0           0
           1    0.641247           0           0
           1     0.64586           0           0
           1    0.650473           0           0
           1    0.655087           0           0
           1      0.6597           0           0
           1    0.664313           0           0
           1    0.668926           0           0
           1     0.67354           0           0
           1    0.678153           0           0
           1    0.682766           0           0
           1     0.68738           0           0
           1    0.691993           0           0
           1    0.696606           0           0
           1    0.701219           0           0
           1    0.705833           0           0
           1    0.710446           0           0
           1    0.715059           0           0
           1    0.719673           0           0
           1    0.724286           0           0
           1    0.728899           0           0
           1    0.733512           0           0
           1    0.738126           0           0
           1    0.742739           0           0
           1    0.747352           0           0
           1    0.751966           0           0
           1    0.756579           0           0
           1    0.761192           0           0
           1    0.765805           0           0
           1    0.770419           0           0
           1    0.775032           0           0
           1    0.779645           0           0
           1    0.784259           0           0
           1    0.788872           0           0
           1    0.793485           0           0
           1    0.798098           0           0
           1    0.802712           0           0
           1    0.807325           0           0
           1    0.811938           0           0
           1    0.816552           0           0
           1    0.821165           0           0
           1    0.825778           0           0
           1    0.830391           0           0
           1    0.835005           0           0
           1    0.839618           0           0
           1    0.844231           0           0
           1    0.848845           0           0
           1    0.853458           0           0
           1    0.858071           0           0
           1    0.862684           0           0
           1    0.867298           0           0
           1    0.871911           0           0
           1    0.876524           0           0
           1    0.881138           0           0
           1    0.885751 7.36445e-05           0
           1    0.890364           0           0
           1    0.894977 7.21377e-05           0
           1    0.899591 0.000499811           0
           1    0.904204  0.00134286           0
           1    0.908817  0.00097948           0
           1    0.913431  0.00415558           0
           1    0.918044  0.00733668           0
           1    0.922657   0.0143916           0
           1     0.92727   0.0269523           0
           1    0.931884   0.0378673           0
           1    0.936497   0.0605604           0
           1     0.94111     0.09462           0
           1    0.945724    0.133121           0
           1    0.950337    0.204791           0
           1     0.95495    0.272162           0
           1    0.959563    0.378096           0
           1    0.964177    0.470311           0
           1     0.96879    0.604119           0
           1    0.973403    0.786261           0
           1    0.978017    0.992634           0
           1     0.98263     1.18566           0
           1    0.987243     1.44059           0
           1    0.991856     1.68169           0
           1     0.99647     1.92004           0
           1     1.00108     2.25299           0
           1      1.0057     2.52257           0
           1     1.01031      2.8307           0
           1     1.01492     3.10942           0
           1     1.01954     3.36947           0
           1     1.02415      3.6211           0
           1     1.02876     3.85674           0
           1     1.03338     4.13586           0
           1     1.03799     4.31425           0
           1      1.0426     4.45508           0
           1     1.04722     4.61768           0
           1     1.05183     4.74649           0
           1     1.05644     4.85589           0
           1     1.06106     4.89259           0
           1     1.06567     4.95531           0
           1     1.07028     4.92161           0
           1      1.0749     4.87879           0
           1     1.07951      4.8463           0
           1     1.08412     4.74825           0
           1     1.08874     4.65617           0
           1     1.09335     4.54293           0
           1     1.09796     4.34035           0
           1     1.10258     4.24576           0
           1     1.10719     3.99689           0
           1      1.1118     3.89329           0
           1     1.11642     3.68101           0
           1     1.12103     3.48984           0
           1     1.12564     3.29317           0
           1     1.13026     3.09008           0
           1     1.13487     2.87414           0
           1     1.13948     2.68046           0
           1     1.14409       2.483           0
           1     1.14871     2.32106           0
           1     1.15332     2.17505           0
           1     1.15793      1.9626           0
           1     1.16255     1.81568           0
           1     1.16716     1.64702           0
           1     1.17177     1.49843           0
           1     1.17639     1.36863           0
           1       1.181     1.25051           0
           1     1.18561     1.11989           0
           1     1.19023     1.00776           0
           1     1.19484    0.900758           0
           1     1.19945    0.819941           0
           1     1.20407     0.72796           0
           1     1.20868    0.652681           0
           1     1.21329    0.574315           0
           1     1.21791    0.522431           0
           1     1.22252    0.447423           0
           1     1.22713    0.402765           0
           1     1.23175    0.349685           0
           1     1.23636    0.302871           0
           1     1.24097    0.269254           0
           1     1.24559    0.231686           0
           1      1.2502    0.203918           0
           1     1.25481    0.174053           0
           1     1.25943    0.149798           0
           1     1.26404    0.130854           0
           1     1.26865    0.113546           0
           1     1.27327    0.101089           0
           1     1.27788   0.0845564           0
           1     1.28249   0.0742394           0
           1     1.28711   0.0682595           0
           1     1.29172   0.0570908           0
           1     1.29633   0.0577535           0
           1     1.30095   0.0442486           0
           1     1.30556   0.0422732           0
           1     1.31017   0.0414371           0
           1     1.31479   0.0414821           0
           1      1.3194   0.0395972           0
           1     1.32401   0.0399826           0
           1     1.32863   0.0406567           0
           1     1.33324    0.047898           0
           1     1.33785   0.0505439           0
           1     1.34247   0.0540838           0
           1     1.34708   0.0601259           0
           1     1.35169    0.068619           0
           1     1.35631   0.0722443           0
           1     1.36092   0.0838509           0
           1     1.36553   0.0936233           0
           1     1.37015    0.105914           0
           1     1.37476    0.116538           0
           1     1.37937    0.129756           0
           1     1.38399    0.144246           0
           1      1.3886    0.163135           0
           1     1.39321    0.185797           0
           1     1.39783    0.200336           0
           1     1.40244    0.218213           0
           1     1.40705    0.245003           0
           1     1.41167    0.269203           0
           1     1.41628    0.293777           0
           1     1.42089    0.328721           0
           1     1.42551    0.355973           0
           1     1.43012     0.38366           0
           1     1.43473    0.423303           0
           1     1.43935    0.461007           0
           1     1.44396    0.478312           0
           1     1.44857    0.523725           0
           1     1.45319    0.554269           0
           1      1.4578    0.594033           0
           1     1.46241    0.626601           0
           1     1.46702    0.661653           0
           1     1.47164    0.699383           0
           1     1.47625    0.740296           0
           1     1.48086    0.767486           0
           1     1.48548    0.788448           0
           1     1.49009    0.829893           0
           1      1.4947    0.857337           0
           1     1.49932     0.88824           0
           1     1.50393    0.901905           0
           1     1.50854    0.908924           0
           1     1.51316    0.929927           0
           1     1.51777    0.956414           0
           1     1.52238    0.973521           0
           1       1.527    0.973442           0
           1     1.53161    0.969916           0
           1     1.53622    0.971518           0
           1     1.54084    0.974718           0
           1     1.54545    0.969959           0
           1     1.55006    0.937836           0
           1     1.55468    0.936982           0
           1     1.55929    0.918046           0
           1      1.5639    0.888898           0
           1     1.56852    0.868926           0
           1     1.57313    0.853548           0
           1     1.57774    0.807348           0
           1     1.58236    0.779664           0
           1     1.58697       0.751           0
           1     1.59158    0.716253           0
           1      1.5962    0.678235           0
           1     1.60081    0.647444           0
           1     1.60542    0.607917           0
           1     1.61004    0.567625           0
           1     1.61465      0.5398           0
           1     1.61926    0.500774           0
           1     1.62388    0.467804           0
           1     1.62849    0.439544           0
           1      1.6331    0.400152           0
           1     1.63772    0.370717           0
           1     1.64233    0.337076           0
           1     1.64694     0.31495           0
           1     1.65156    0.287758           0
           1     1.65617     0.26175           0
           1     1.66078     0.24411           0
           1      1.6654    0.233426           0
           1     1.67001    0.216648           0
           1     1.67462    0.202755           0
           1     1.67924    0.193079           0
           1     1.68385    0.184874           0
           1     1.68846     0.18858           0
           1     1.69308    0.188262           0
           1     1.69769     0.18879           0
           1      1.7023    0.201961           0
           1     1.70692     0.20624           0
           1     1.71153    0.231054           0
           1     1.71614    0.251567           0
           1     1.72076    0.272171           0
           1     1.72537    0.312457           0
           1     1.72998    0.333401           0
           1      1.7346    0.380205           0
           1     1.73921    0.430051           0
           1     1.74382     0.47489           0
           1     1.74844    0.533386           0
           1     1.75305    0.596879           0
           1     1.75766    0.668868           0
           1     1.76228    0.737356           0
           1     1.76689    0.823732           0
           1      1.7715    0.908537           0
           1     1.77612     1.00374           0
           1     1.78073     1.10103           0
           1     1.78534     1.19882           0
           1     1.78995     1.29853           0
           1     1.79457     1.39543           0
           1     1.79918     1.51316           0
           1     1.80379     1.60926           0
           1     1.80841     1.72992           0
           1     1.81302     1.83434           0
           1     1.81763      1.9495           0
           1     1.82225     2.04135           0
