           1   -0.418474   -0.418474           0
           2   -0.420136   -0.419305 0.000587708
           3   -0.412047   -0.416886  0.00201393
           4   -0.412501    -0.41579  0.00178398
           5   -0.415292    -0.41569  0.00142996
           6    -0.41613   -0.415764  0.00119351
           7   -0.413921     -0.4155  0.00105163
           8   -0.415182   -0.415461 0.000920926
           9   -0.414007   -0.415299 0.000832641
          10   -0.413301   -0.415099 0.000772978
          11   -0.416494   -0.415226 0.000713028
          12   -0.412925   -0.415034 0.000678895
          13   -0.413234   -0.414896 0.000640634
          14   -0.416639    -0.41502 0.000606855
          15   -0.416168   -0.415097 0.000571202
          16   -0.414214   -0.415042 0.000538159
          17   -0.413552   -0.414954  0.00051359
          18   -0.414559   -0.414932 0.000485526
          19   -0.411951   -0.414775 0.000484659
          20   -0.413685   -0.414721 0.000463483
          21   -0.412631   -0.414621 0.000451974
          22   -0.410737   -0.414445 0.000464633
          23   -0.409934   -0.414248 0.000484058
          24    -0.41547   -0.414299 0.000466557
          25   -0.415861   -0.414362 0.000452058
          26   -0.417891   -0.414498 0.000454594
          27   -0.415479   -0.414534 0.000439208
          28   -0.412437   -0.414459 0.000429859
          29   -0.412819   -0.414402  0.00041874
          30   -0.412734   -0.414347 0.000408457
          31   -0.414714   -0.414359 0.000395453
          32   -0.412849   -0.414312   0.0003859
          33   -0.410617     -0.4142 0.000390111
          34   -0.417891   -0.414308 0.000393456
          35   -0.414557   -0.414315 0.000382279
          36   -0.415662   -0.414353 0.000373485
          37   -0.416189   -0.414402 0.000366675
          38    -0.41243    -0.41435 0.000360681
          39   -0.409413   -0.414224  0.00037299
          40   -0.413411   -0.414203 0.000364219
          41   -0.414596   -0.414213 0.000355461
          42   -0.415532   -0.414244 0.000348382
          43   -0.414956   -0.414261 0.000340672
          44   -0.411435   -0.414197 0.000338929
          45   -0.412771   -0.414165 0.000332876
          46   -0.415995   -0.414205 0.000328008
          47   -0.412561    -0.41417 0.000322888
          48   -0.412688   -0.414139 0.000317633
          49   -0.412941   -0.414115 0.000312091
          50   -0.413546   -0.414103 0.000306056
          51   -0.415722   -0.414135 0.000301697
          52   -0.415297   -0.414157 0.000296722
          53   -0.415882    -0.41419 0.000292902
          54   -0.413513   -0.414177 0.000287746
          55   -0.414185   -0.414177 0.000282514
          56   -0.415235   -0.414196   0.0002781
          57     -0.4136   -0.414186 0.000273418
          58   -0.416941   -0.414233 0.000272798
          59   -0.415793    -0.41426 0.000269452
          60   -0.414889    -0.41427 0.000265165
          61   -0.415446    -0.41429 0.000261518
          62   -0.413964   -0.414284 0.000257352
          63   -0.415933    -0.41431 0.000254594
          64   -0.418115    -0.41437 0.000257461
          65   -0.413517   -0.414357 0.000253835
          66   -0.412459   -0.414328 0.000251611
          67   -0.416066   -0.414354 0.000249189
          68   -0.414514   -0.414356 0.000245535
          69   -0.412805   -0.414334 0.000243005
          70   -0.413259   -0.414318 0.000240017
          71   -0.412904   -0.414299 0.000237462
          72   -0.418154   -0.414352 0.000240125
          73   -0.412463   -0.414326 0.000238227
          74   -0.415973   -0.414348 0.000236044
          75   -0.416495   -0.414377 0.000234626
          76    -0.41356   -0.414366 0.000231785
          77   -0.414716   -0.414371 0.000228819
          78   -0.414536   -0.414373 0.000225896
          79    -0.41637   -0.414398 0.000224446
          80   -0.413603   -0.414388  0.00022186
          81   -0.412352   -0.414363 0.000220541
          82   -0.413041   -0.414347  0.00021844
          83   -0.411343   -0.414311 0.000218786
          84   -0.415587   -0.414326 0.000216708
          85   -0.413841    -0.41432 0.000214234
          86   -0.413433    -0.41431 0.000211991
          87   -0.411651    -0.41428 0.000211746
          88   -0.415413   -0.414292 0.000209731
          89   -0.416985   -0.414323 0.000209546
          90   -0.415447   -0.414335  0.00020759
          91   -0.415125   -0.414344  0.00020549
          92   -0.413536   -0.414335 0.000203444
          93   -0.412716   -0.414318    0.000202
          94    -0.41475   -0.414322 0.000199904
          95   -0.413981   -0.414319 0.000197832
          96   -0.413746   -0.414313 0.000195861
          97   -0.414815   -0.414318  0.00019391
          98   -0.413513    -0.41431 0.000192105
          99   -0.412933   -0.414296 0.000190667
         100   -0.412389   -0.414277 0.000189711
