           0           0           0
   0.0129266           0           0
   0.0258532           0           0
   0.0387798           0           0
   0.0517064           0           0
    0.064633           0           0
   0.0775596           0           0
   0.0904863           0           0
    0.103413           0           0
    0.116339           0           0
    0.129266           0           0
    0.142193           0           0
    0.155119           0           0
    0.168046           0           0
    0.180973           0           0
    0.193899           0           0
    0.206826           0           0
    0.219752           0           0
    0.232679           0           0
    0.245606           0           0
    0.258532           0           0
    0.271459           0           0
    0.284385           0           0
    0.297312           0           0
    0.310239           0           0
    0.323165           0           0
    0.336092           0           0
    0.349018           0           0
    0.361945           0           0
    0.374872           0           0
    0.387798           0           0
    0.400725           0           0
    0.413651           0           0
    0.426578           0           0
    0.439505           0           0
    0.452431           0           0
    0.465358           0           0
    0.478285           0           0
    0.491211           0           0
    0.504138           0           0
    0.517064           0           0
    0.529991           0           0
    0.542918           0           0
    0.555844           0           0
    0.568771           0           0
    0.581697           0           0
    0.594624           0           0
    0.607551           0           0
    0.620477           0           0
    0.633404           0           0
     0.64633           0           0
    0.659257           0           0
    0.672184           0           0
     0.68511           0           0
    0.698037           0           0
    0.710963           0           0
     0.72389           0           0
    0.736817           0           0
    0.749743           0           0
     0.76267           0           0
    0.775596           0           0
    0.788523           0           0
     0.80145           0           0
    0.814376           0           0
    0.827303           0           0
     0.84023           0           0
    0.853156 6.17094e-06 6.14001e-06
    0.866083 3.59367e-05 1.42242e-05
    0.879009 0.000639744 7.64957e-05
    0.891936  0.00367796 0.000174592
    0.904863   0.0144512 0.000370593
    0.917789    0.042507 0.000605754
    0.930716    0.100711  0.00103706
    0.943642    0.205682  0.00136144
    0.956569    0.357905  0.00179812
    0.969496    0.560038  0.00197828
    0.982422    0.791475  0.00254386
    0.995349     1.05142   0.0032761
     1.00828     1.31275  0.00370071
      1.0212     1.54972  0.00431253
     1.03413     1.75498  0.00448199
     1.04706     1.93905   0.0052675
     1.05998     2.07719  0.00558952
     1.07291     2.17617  0.00517048
     1.08584     2.24089  0.00525432
     1.09876     2.28126  0.00499858
     1.11169     2.29353  0.00596629
     1.12461     2.28504  0.00548756
     1.13754     2.26497  0.00501368
     1.15047     2.23298  0.00490275
     1.16339     2.18763  0.00521076
     1.17632     2.14189  0.00533315
     1.18925     2.08414  0.00459093
     1.20217     2.03964  0.00421912
      1.2151     1.97961  0.00390077
     1.22803     1.93334  0.00424044
     1.24095     1.87638  0.00448341
     1.25388     1.83704  0.00440811
     1.26681     1.79167  0.00345126
     1.27973     1.73631   0.0032045
     1.29266     1.69455  0.00311035
     1.30559     1.65822  0.00336114
     1.31851     1.61019  0.00315728
     1.33144     1.57557  0.00345341
     1.34437     1.54054  0.00315755
     1.35729     1.51596  0.00297192
     1.37022     1.48324  0.00295096
     1.38315     1.44896   0.0030923
     1.39607     1.43102  0.00302137
       1.409     1.39783  0.00250442
     1.42193     1.38053  0.00273072
     1.43485     1.35101   0.0023004
     1.44778     1.33649  0.00216511
     1.46071     1.31299  0.00244363
     1.47363     1.29619  0.00242098
     1.48656     1.27921  0.00216624
     1.49949     1.26702  0.00247756
     1.51241     1.24618  0.00259537
     1.52534     1.23587  0.00225571
     1.53827     1.22041  0.00233537
     1.55119     1.21096  0.00240678
     1.56412      1.1971  0.00226141
     1.57705     1.18724  0.00184689
     1.58997     1.17361   0.0020369
      1.6029     1.16896    0.002063
     1.61583      1.1606  0.00195428
     1.62875     1.15152  0.00184475
     1.64168     1.14373  0.00212898
     1.65461     1.13727  0.00197191
     1.66753     1.12828  0.00207101
     1.68046     1.12016  0.00195208
     1.69339     1.11672  0.00205826
     1.70631     1.11588  0.00173779
     1.71924     1.10737  0.00164243
     1.73217     1.10455  0.00234576
     1.74509      1.0962   0.0018778
     1.75802       1.092  0.00213081
     1.77095     1.08879  0.00181384
     1.78387     1.08768  0.00174694
      1.7968     1.08234   0.0016946
     1.80973     1.08092  0.00168164
     1.82265     1.07673  0.00180694
     1.83558     1.07289  0.00160211
      1.8485     1.07295  0.00158651
     1.86143     1.06943  0.00159268
     1.87436     1.07018  0.00161774
     1.88728     1.06696  0.00165037
     1.90021     1.06627  0.00173988
     1.91314     1.06516  0.00156657
     1.92606     1.06386  0.00171727
     1.93899     1.06151  0.00163019
     1.95192      1.0617  0.00174284
     1.96484     1.05931  0.00152547
     1.97777     1.06058   0.0014804
      1.9907     1.06056  0.00158084
     2.00362      1.0567  0.00154051
     2.01655     1.05673  0.00150281
     2.02948     1.05607  0.00162734
      2.0424     1.05651  0.00175568
     2.05533     1.05712  0.00141046
     2.06826     1.05629  0.00170867
     2.08118     1.05524  0.00152893
     2.09411     1.05588  0.00151582
     2.10704     1.05593  0.00161064
     2.11996     1.05235  0.00153603
     2.13289     1.05415  0.00143174
     2.14582     1.05313  0.00141201
     2.15874     1.05262    0.001495
     2.17167     1.05167  0.00146469
      2.1846     1.05095  0.00150246
     2.19752     1.04993  0.00159644
     2.21045     1.04962  0.00143408
     2.22338     1.04742  0.00152304
      2.2363     1.04742  0.00132977
     2.24923      1.0483  0.00116488
     2.26216     1.04526  0.00145472
     2.27508     1.04371   0.0013051
     2.28801     1.04093   0.0013362
     2.30094     1.03886  0.00116574
     2.31386      1.0397  0.00143569
     2.32679     1.04095  0.00123906
     2.33972     1.03844  0.00132384
     2.35264     1.03723  0.00131141
     2.36557     1.03456  0.00124905
      2.3785     1.03307  0.00137633
     2.39142     1.03237    0.001285
     2.40435     1.02936  0.00118713
     2.41728     1.03131   0.0013416
      2.4302     1.03132   0.0013468
     2.44313     1.02811  0.00117267
     2.45606     1.02858  0.00114057
     2.46898      1.0283  0.00121455
     2.48191     1.02482  0.00115018
     2.49484     1.02451  0.00130713
     2.50776     1.02591  0.00137321
     2.52069     1.02348  0.00117205
     2.53362     1.01934  0.00114721
     2.54654     1.02008  0.00114271
     2.55947     1.02087  0.00126408
      2.5724     1.01888  0.00135915
     2.58532     1.01888 0.000924323
     2.59825     1.01632  0.00113539
     2.61117     1.01818  0.00103397
      2.6241     1.01649  0.00115191
     2.63703     1.01464  0.00120352
     2.64995     1.01373  0.00114336
     2.66288     1.01267  0.00111159
     2.67581     1.01299  0.00122609
     2.68873     1.01176   0.0011196
     2.70166     1.01069  0.00109045
